,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
803,3,0,0,0,"Python, Amazon Web Services (AWS), Angular 2.0, C++ Programming, DevOps, Java, MEAN/MERN Stack, Node.js, ReactJS",883
804,2,2,0,0,"C Programming, C++ Programming, CSS, HTML, Java, Machine Learning, Python, SQL",884
805,0,2,2,2,"Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, SQL, Tableau",885
806,0,0,0,0,"Adobe Premiere Pro, English Proficiency (Written), Transcription, Video Editing, English Proficiency (Spoken)",886
807,3,3,0,2,"CSS, Data Structures, HTML, Machine Learning, Python, Data Science, Database Management System (DBMS), Deep Learning, Java, MySQL, Neural Networks, SQL, Statistics",887
808,2,2,0,2,"Deep Learning, HTML, Java, JavaScript, Machine Learning, Python",888
809,2,1,0,0,"CSS, HTML, Bootstrap, CorelDRAW, JavaScript, MS-Word, Python, Video Editing, Data Science, Machine Learning, SQL",889
810,1,1,1,1,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistics, Tableau",890
811,1,2,0,0,"Java, Machine Learning, Python",891
812,2,2,2,0,"SQL, Data Analytics, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SPSS",892
813,2,0,0,0,"Computer Vision, CSS, HTML, Python, Java",893
814,2,2,0,0,"C++ Programming, Data Structures, Machine Learning, Python, UI & UX Design",894
815,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, SQL, Tableau",895
816,2,0,0,0,"Data Structures, Java, Python, OpenCV, SQL",896
817,2,0,0,0,"Django, Git, HTML, Java, MySQL, Postman, Python, SQL, FastAPI, MongoDB, PostgreSQL, REST API",897
818,3,2,0,0,"Python, Artificial Intelligence, CSS, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, SQL",898
819,2,2,0,0,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, MySQL, Node.js, Power BI, Python, ReactJS, Statistics",899
820,2,1,1,1,"HTML, Bootstrap, CSS, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), GitHub, Java, JavaScript, MS-Word, MySQL, Python, SQL, WordPress, jQuery, Android, Data Analytics, Data Science, Deep Learning, Django, Express.js, Git, LARAVEL, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, Node.js, PHP, REST API, ReactJS, Search Engine Optimization (SEO), Unix",900
821,1,0,0,0,"English Proficiency (Spoken), Creative Writing, English Proficiency (Written), Python",901
822,2,3,2,2,"Machine Learning, Computer Vision, Deep Learning, Effective Communication, Natural Language Processing (NLP), Python, SQL, Power BI",902
823,3,3,2,2,"Arduino, Data Analytics, Jira, MS-Excel, Machine Learning, Mathematics, MySQL, PostgreSQL, Power BI, Project Management, Python, SQL, Tableau, Data Science, Deep Learning, Natural Language Processing (NLP), OpenCV, Teaching, C++ Programming, Raspberry Pi",903
824,3,0,0,0,"Data Analytics, Python, SQL, Business Analysis, Business Research, Data Science, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Market Research, Marketing Strategies , Node.js, R Programming",904
825,1,1,0,0,"Java, Kotlin, Machine Learning, Python",905
826,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Algorithms, C++ Programming, CSS, Creative Writing, Data Science, Data Structures, Deep Learning, Email Marketing, GitHub, Google Analytics, HTML, Machine Learning, Neural Networks, Python, Research and Analytics, SQL, Statistical Modeling, Tableau, Blogging, Computer Vision, Data Analytics, Flutter, Java, JavaScript, MS SQL Server, MS-Excel, Power BI",906
827,3,0,0,0,"Python, Adobe Photoshop, C Programming, C++ Programming, C#, JavaScript, UI & UX Design",907
828,2,1,0,0,"Canva, Digital Marketing, Email Marketing, HTML, MS SQL Server, MS-Excel, MS-Office, Python, SQL, Content Writing, Machine Learning",908
829,2,2,2,0,"Data Science, Machine Learning, Natural Language Processing (NLP), Python, SQL",909
830,1,0,0,0,"Data Science, Python, SQL",910
831,2,1,0,1,"C Programming, C++ Programming, Data Science, Data Structures, MS-Excel, Python, Statistics, CSS, Data Analytics, Deep Learning, HTML, Internet of Things (IoT), JavaScript, Machine Learning, Neural Networks, SQL",911
832,2,0,0,0,"Data Analytics, Content Writing, Email Marketing, Python, Social Media Marketing, Digital Marketing",912
833,1,0,0,0,"MS-Excel, SQL, Python",913
834,2,1,1,0,"C Programming, C++ Programming, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, Python, Data Analytics, Machine Learning, MySQL, Natural Language Processing (NLP), Spring MVC",914
835,1,1,0,0,"Data Analytics, MS-Excel, Machine Learning, Python, SQL",915
836,3,2,0,3,"Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MySQL, Neural Networks, Python, SQL, Artificial Intelligence, Computer Vision, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, PostgreSQL, R Programming",916
837,0,0,0,0,"Amazon Web Server (AWS), C++ Programming, Computer Networking, Java, MySQL, Shell Scripting",917
838,2,2,0,0,"Data Science, Machine Learning, MySQL, Python",918
839,3,2,2,1,"Computer Vision, Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, C++ Programming, Data Analytics, Data Structures, Django, Flask, Image Processing, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, OpenCV, R Programming, Research and Analytics, SQL, ArcGIS, CSS, Deep Learning, HTML, Java, Neural Networks, Power BI, ReactJS",919
840,2,0,2,2,"English Proficiency (Written), C Programming, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, Mathematics, Natural Language Processing (NLP), Python, SQL, Statistical Modeling, CSS, Java",920
841,1,1,0,0,"HTML, MS-Office, CSS, Data Analytics, Data Science, Django, Machine Learning, Python, SQL",921
842,0,1,1,1,"Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)",922
843,1,0,0,0,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Biology, CSS, Canva, Chemistry, Database Management System (DBMS), HTML, MS-Excel, MS-Office, MS-PowerPoint, Mathematics, Physics, Tamil Proficiency (Spoken), Accounting, Data Analytics, Java, JavaScript, Python, Statistics",923
844,0,0,0,0,"Algorithms, Canva, Java, MS-Office, MySQL, Statistics",925
845,2,2,2,0,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Internet of Things (IoT), MS-Excel, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, Computer Vision, OpenCV, Tableau",926
846,2,2,2,0,"English Proficiency (Written), Data Analytics, Data Structures, English Proficiency (Spoken), Java, MS-Excel, Machine Learning, Manual Testing, MySQL, Natural Language Processing (NLP), Python, Search Engine Optimization (SEO), CCNA",927
847,2,0,0,0,"C Programming, Java, Python, JavaScript",928
848,0,2,0,0,"Ethical Hacking, Android, C Programming, C++ Programming, CSS, HTML, Java, Kotlin, Linux, Machine Learning, Power BI, Data Science, JavaScript",929
849,2,2,0,0,"MS-PowerPoint, Creative Writing, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Spoken), Machine Learning, MySQL, Neural Networks, Power BI, Python, Sketching, Statistical Modeling",930
850,2,0,0,0,"HTML, CSS, JavaScript, Python, Java",931
851,2,2,0,2,"English Proficiency (Written), Algorithms, Artificial intelligence, Computer Vision, Creative Writing, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Google Analytics, JavaScript, MS-Excel, MS-Office, Machine Learning, MySQL, PostgreSQL, Power BI, Python, SQL, Tableau",932
852,3,2,2,0,"Data Science, MS-Excel, Power BI, Python, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",933
853,1,0,0,0,"HTML, CSS, Data Science, Java, MySQL, Python",934
854,2,1,1,0,"Adobe Photoshop Lightroom CC, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Photography, Video Editing, Video Making, Adobe After Effects, Adobe Photoshop, Algorithms, CSS, Data Analytics, Data Structures, HTML, MS-Excel, Power BI, Python, SQL, SolidWorks, Data Science, JavaScript, Machine Learning, Natural Language Processing (NLP)",935
855,1,0,0,0,"HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, AJAX, C#, Internet of Things (IoT), Java, MySQL, Cloud Computing, Linux, Python",936
856,2,0,0,0,"CSS, HTML, Python, SQL, JavaScript, ReactJS",937
857,0,0,0,0,"C Programming, C++ Programming, CSS, Cloud Computing, Database Management System (DBMS), HTML, Internet of Things (IoT), Microsoft Visual Studio, PHP, Raspberry Pi, Android",938
858,2,2,2,0,"English Proficiency (Written), Data Analytics, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau",939
859,2,0,0,0,"C Programming, C++ Programming, AngularJS, CSS, Creative Writing, HTML, Java, Python, SQL",940
860,2,0,0,0,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, MySQL, Python, Computer Vision",941
861,2,1,0,0,"Python, C Programming, Data Structures, Internet of Things (IoT), Java, Machine Learning",942
862,2,1,0,1,"HTML, MS-Excel, MS-Office, Python, Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, R Programming",943
863,2,2,2,2,"Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics",944
864,1,1,0,0,"MATLAB, Visual Basic (VB), Data Analytics, Machine Learning, Python, SQL",945
865,2,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MySQL, Python, Computer Vision, Deep Learning, Flask",946
866,2,2,0,0,"Artificial Intelligence, MS-Excel, Machine Learning, Python, Power BI, SQL",947
867,2,1,1,1,"English Proficiency (Written), Python, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, OpenCV, SQL",948
868,1,0,0,0,"Cloud Computing, Python",949
869,2,1,0,0,"Algorithms, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, MS-Excel, Power BI, Python, SQL, Database Management System (DBMS), Machine Learning",950
870,2,1,0,0,"C++ Programming, CSS, Express.js, Flask, HTML, JavaScript, MongoDB, Node.js, Python, Machine Learning",951
871,0,0,0,0,"Content Writing, HTML, MS-Office, JavaScript, MS-Excel, Marketing Strategies , UI & UX Design, Figma, User Interface (UI) Development",952
872,2,2,1,2,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Computer Networks, Deep Learning, Java, Jira, Machine Learning, Mathematics, MySQL, Python, CSS, Computer Vision, Data Science, German Proficiency (Spoken), German Proficiency (Written), HTML, JavaScript, Natural Language Processing (NLP)",954
873,2,2,1,1,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, Statistics, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Java, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, SQL, Tableau",955
874,1,1,0,1,"Canva, English Proficiency (Spoken), English Proficiency (Written), C++ Programming, Dart, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Flutter, Java, MS SQL Server, MS-Office, Machine Learning, Power BI, Python, SQL",956
875,2,1,0,0,"Physics, Data Analytics, MS-Excel, Python, Statistics, Machine Learning, Power BI, SQL",957
876,3,3,3,2,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, Artificial intelligence, C Programming, CSS, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, SQL, C++ Programming, Computer Vision, Django, Flask",958
877,2,2,2,2,"Artificial intelligence, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python",959
878,2,2,2,2,"HTML, MySQL, Bootstrap, CSS, Creative Writing, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, jQuery, Computer Networks, Computer Vision, Data Analytics, Data Science, Data Structures, MS-Excel, Node.js, PHP, ReactJS, WordPress",960
879,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Computer Vision, Data Analytics, Data Science, Deep Learning, Natural Language Processing (NLP), SQL",961
880,3,2,0,1,"Python, C Programming, C++ Programming, CSS, Data Analytics, Data Structures, Flask, HTML, Machine Learning, OpenCV, Deep Learning, SQLite",962
881,1,1,0,0,"Data Analytics, Data Science, Machine Learning, Python, SQL, Tableau",964
882,2,0,0,0,"CSS, HTML, JavaScript, MySQL, Python, Bootstrap, Node.js, PHP, ReactJS, WordPress",965
883,2,2,0,1,"MS-Excel, CSS, Computer Vision, Data Analytics, Data Science, Machine Learning, MySQL, Neural Networks, Power BI, Python, Research and Analytics, SQL, Tableau, UI & UX Design, Deep Learning, Java",966
884,2,2,0,0,"CSS, HTML, Database Management System (DBMS), Java, JavaScript, MS-Office, Machine Learning, Python, Data Analytics, Data Science, Data Structures",967
885,2,0,0,0,"AutoCAD, MS-Office, Power BI, Python, SQL",968
886,2,0,0,0,"Cloud Computing, Database Management System (DBMS), Microsoft Azure, MySQL, Python, SQL, Tableau",969
887,2,0,0,0,"MS-Excel, C Programming, Python, C++ Programming, JavaScript, SQL",970
888,2,0,0,0,"HTML, Python, CSS, React Native, ReactJS",971
889,0,0,0,0,"CSS, Data Structures, HTML, Java",972
890,3,2,0,0,"JavaScript, Python, Data Science, Machine Learning, Tableau, Data Analytics",973
891,3,2,2,2,"Python, Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, SQL, C Programming, C++ Programming, Computer Vision, Git",974
892,2,2,0,2,"Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS SQL Server, MS-Excel, Machine Learning, OpenCV, Power BI, Python, SQL, Statistical Modeling",975
893,3,1,0,0,"MS-Office, MySQL, Power BI, Python, Data Analytics, MS-Excel, Machine Learning",976
894,1,0,0,0,Python,977
895,3,1,1,1,"Data Science, English Proficiency (Spoken), Python, Data Analytics, English Proficiency (Written), MS-Excel, Power BI, Artificial Intelligence, Computer Vision, Data Structures, Deep Learning, Elasticsearch, Image Processing, MS SQL Server, MS-Office, MS-PowerPoint, Machine Learning, MySQL, Natural Language Processing (NLP), NoSQL, OpenCV, PostgreSQL, Research and Analytics, SQL, Statistics, Tableau",979
896,2,2,2,2,"C++ Programming, English Proficiency (Spoken), Computer Networks, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Written), Git, GitHub, MS-Excel, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, SQL",980
897,2,2,0,0,"MS-Excel, Data Analytics, Machine Learning, Python, Statistics",981
898,1,1,1,1,"English Proficiency (Spoken), MS-Word, C Programming, C++ Programming, English Proficiency (Written), MS-Excel, MS-PowerPoint, Mathematics, SQL, Data Analytics, Data Science, Deep Learning, Hadoop, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, SPSS, Statistics, Tableau",982
899,2,2,2,2,"Adobe Illustrator, Algorithms, Amazon Web Services (AWS), C++ Programming, Cloud Computing, Cloud Firestore, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Figma, Firebase, Flask, GitHub, Heroku, Image Processing, Linux, MS-Excel, Machine Learning, Microsoft Visual Studio, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, Postman, Python, Research and Analytics, Django, Kotlin, SQL",983
900,0,0,0,0,"C Programming, CSS, HTML, MS-Excel, SQL, Adobe Photoshop, Content Writing, Java",984
901,0,1,0,0,Machine Learning,985
902,3,2,2,2,"Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Mathematics, Python, Research and Analytics, SQL, Artificial Intelligence, Data Science, Deep Learning, HTML, Hadoop, Machine Learning, Manual Testing, Microsoft Azure, Natural Language Processing (NLP), Neural Networks, Power BI, Statistical Modeling, Tableau",986
903,2,2,0,0,"Machine Learning, OpenCV, Python, Android, GitHub",987
904,0,0,0,0,"C Programming, C++ Programming, AutoCAD, MATLAB",988
905,2,2,0,1,"Data Science, English Proficiency (Written), Machine Learning, Mathematics, Python, Computer Vision, Deep Learning, Heroku, MongoDB, MySQL, SQL",989
906,2,2,1,2,"Data Analytics, Database Management System (DBMS), Business Analysis, Data Science, Deep Learning, Hadoop, MS-Excel, Machine Learning, NoSQL, Power BI, Python, R Programming, SQL, Tableau, Natural Language Processing (NLP)",990
907,3,2,2,0,"Data Analytics, Database Management System (DBMS), HTML, Python, CSS, Data Science, Data Structures, MS-Excel, MS-Office, Machine Learning, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",991
908,2,0,0,0,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Project Management, Research and Analytics, Time Management, WordPress, Acting technique, Adobe Photoshop, C Programming, Canva, Dancer MVC Web Framework, HR Analytics, Java, Python, Flutter, Spanish Proficiency(Spoken), Spanish Proficiency(Written)",992
909,2,1,2,2,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), SQL, Client Relationship, Deep Learning, Jenkins, Jira, MS-Excel, MS-PowerPoint, Natural Language Processing (NLP), Power BI, Project Management, Python, REST API, UI & UX Design, User Interface (UI) Development, Wireframing, Artificial intelligence, Data Analytics, Machine Learning, Product Lifecycle Management(PLM), Product Management, Tableau",993
910,2,2,0,0,"Adobe Premiere Pro, MS-Word, Adobe Photoshop, Artificial Intelligence, CSS, HTML, JavaScript, MS-Office, Machine Learning, MySQL, Python, Adobe Photoshop Lightroom CC, C Programming, Java, Tableau",994
911,1,0,0,0,Python,995
912,1,0,0,0,"C++ Programming, C Programming, C#, Java, MATLAB, Python, Unity 3D, VLSI",996
913,2,0,0,0,"C Programming, CSS, HTML, Java, JavaScript, Python, SQLite, Data Analytics, PHP, ReactJS",997
914,2,0,0,0,"Angular 2.0, CSS, Data Structures, HTML, Java, SQL, JavaScript, Python, ReactJS, C Programming",998
915,2,1,0,2,"Android, Content Writing, Data Structures, Deep Learning, Figma, Java, MS-Excel, Python, Video Editing, Video Making, Algorithms, Artificial intelligence, CSS, Data Analytics, Data Science, HTML, Machine Learning, SQL",999
916,2,2,0,2,"HTML, C Programming, CSS, Data Science, Data Structures, Deep Learning, JavaScript, MS-Excel, Machine Learning, Node.js, Python, ReactJS, SQL, WordPress, Webflow, jQuery",1000
917,3,3,3,3,"Business Analysis, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, Research and Analytics, SQL, Tableau",1001
918,2,2,0,0,"MS-Excel, Power BI, Tableau, Data Analytics, Data Science, Machine Learning, Python, SQL",1002
919,3,2,2,2,"Data Structures, Python, CSS, Deep Learning, Django, Flask, Git, GitHub, HTML, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), REST API, SQL, Selenium, ReactJS",1003
920,2,2,2,2,"LaTeX, MySQL, R Programming, Data Science, Data Structures, Deep Learning, Machine Learning, MongoDB, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau, MS-Excel",1004
921,2,0,0,0,"Data Science, MySQL, Python, C Programming, Java, JavaScript, MS-Excel, Tableau",1005
922,2,2,0,1,"MS-Office, Machine Learning, Python, Tableau, Data Analytics, Deep Learning, HTML, Java, MS-Excel, R Programming, SQL",1006
923,2,1,1,0,"Bootstrap, C++ Programming, CSS, Chemistry, Content Writing, Django, HTML, JavaScript, MS-Excel, MS-Office, Python, ReactJS, SQL, Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), R Programming",1007
924,2,2,2,0,"C Programming, English Proficiency (Spoken), Machine Learning, Natural Language Processing (NLP), Python, Data Analytics, OpenCV",1008
925,2,2,2,0,"Data Analytics, Data Science, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, NoSQL",1009
926,3,3,3,3,"C++ Programming, CSS, Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, MySQL, Natural Language Processing (NLP), PHP, Python, ReactJS, Computer Vision, Data Analytics, Django, HTML, OpenCV",1010
927,2,1,1,0,"English Proficiency (Written), Android, English Proficiency (Spoken), MS-Excel, MS-Word, Python, .NET, Artificial Intelligence, Data Science, Data Structures, Database Management System (DBMS), Django, Java, JavaScript, Jenkins, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, Power BI, SQL",1011
928,2,2,0,0,"C++ Programming, Data Analytics, Data Science, Machine Learning, Python, SolidWorks, Flask, MS-Excel, MySQL, Power BI, Tableau",1012
929,2,0,0,2,"English Proficiency (Spoken), English Proficiency (Written), Image Processing, Internet of Things (IoT), MS-Excel, MS-Office, MS-PowerPoint, PCB Design, Voice-over artist, Voiceover, Adobe After Effects, Amazon Web Services (AWS), Analog And Digital Circuits, Arduino, C Programming, CSS, Cloud Computing, Data Structures, Deep Learning, Digital Signal Processing, Embedded Systems, HR Analytics, HTML, Java, Python, Robotics, Sketch, iOS, Amazon Web Server (AWS), MySQL, SQL",1013
930,1,0,0,0,"MS-Office, MS-Excel, MS-PowerPoint, MS-Word, Adobe Illustrator, Adobe Indesign, C Programming, Python, VS Code",1014
931,2,2,2,0,"Node.js, SQL, .NET, Algorithms, Angular 7.0, Artificial Intelligence, Bootstrap, C Programming, C#, C#.NET, C++ Programming, CSS, Computer Networking, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Firebase, Flutter, Golang, HTML, Java, JavaScript, MS SQL Server, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), Python, React Native, ReactJS, Redux",1015
932,2,2,0,0,"CSS, HTML, Java, Machine Learning, Python, UI & UX Design, Artificial Intelligence, C Programming, C++ Programming, JavaScript, Video Editing",1016
933,2,2,0,2,"Algorithms, Assamese Proficiency (Written), Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, Java, MS-Excel, Machine Learning, OpenCV, Oracle, PostgreSQL, Power BI, Python, SQL, SAS",1017
934,2,1,0,0,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, MongoDB, MySQL, Python, Blockchain, Cloud Computing, Data Analytics, Django, Ethereum, Machine Learning, Solidity, Terraform",1018
935,2,1,0,0,"C Programming, HTML, Python, Artificial Intelligence, Machine Learning",1019
936,2,1,0,0,"AutoCAD, Python, HTML, Machine Learning, Software Testing",1020
937,2,2,0,1,"Bootstrap, C++ Programming, CSS, Data Science, Data Structures, Flask, HTML, Machine Learning, Python, Deep Learning",1021
938,2,0,0,0,"C Programming, MS-Word, C++ Programming, CSS, Content Writing, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, Oracle, Python, SQL",1022
939,0,2,2,0,"Android, Bootstrap, CSS, Data Structures, Database Management System (DBMS), HTML, JSON, Java, JavaScript, Machine Learning, Natural Language Processing (NLP), jQuery",1023
940,3,3,2,2,"Data Analytics, Data Science, GitHub, MS-Excel, Machine Learning, Python, Tableau, Algorithms, Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, Java, MS SQL Server, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, PostgreSQL, Power BI, SQL, Statistics",1024
941,2,2,1,2,"Artificial Intelligence, AutoCAD, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Image Processing, MATLAB, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Neural Networks, Python, R Programming, Computer Vision, Gitlab, Natural Language Processing (NLP), OpenCV, SQL, Tableau",1025
942,3,3,3,0,"Algorithms, Amazon Web Server (AWS), Artificial Intelligence, Blockchain, C Programming, C++ Programming, CSS, Computer Vision, Data Science, Data Structures, Eclipse (IDE), Ethereum, HTML, Internet of Things (IoT), Java, JavaFX, JavaScript, Linux, MS SQL Server, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, PHP, Python, ReactJS, SQL, jQuery, Amazon Web Services (AWS), Angular 2.0, Angular 7.0, Data Analytics, Django, Ethical Hacking, MS-Excel, Node.js, OpenCV",1026
943,2,0,0,0,Python,1027
944,2,3,0,0,"Blogging, CSS, Content Writing, Creative Writing, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, Music, R Programming, Social Media Marketing, UI & UX Design, Unity Engine, Video Editing, Video Making, Android, Blender 3D, C Programming, C#, C++ Programming, Computer Vision, Content Marketing, Database Management System (DBMS), Firebase, Flutter, Hadoop, Image Processing, JavaScript, MATLAB, Python, SQL, Unity 3D, Virtualization, Adobe Photoshop, Java, Kotlin, Unreal Engine",1028
945,2,2,2,2,"Artificial Intelligence, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",1029
946,2,2,0,2,"Adobe Illustrator, C++ Programming, CSS, Canva, Data Science, Deep Learning, Design Thinking, HTML, JavaScript, Jira, MS-Office, Machine Learning, MySQL, Python, UI & UX Design, CorelDRAW, Creative Writing, Data Analytics, Power BI",1030
947,3,2,0,1,"Python, Android, CSS, Computer Vision, Data Science, Data Structures, Flask, Git Bash, GitHub, HTML, Internet of Things (IoT), Java, JavaScript, Machine Learning, Neural Networks, SQL, Deep Learning, Django",1031
948,2,2,2,2,"Statistical Modeling, Algorithms, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Tableau, SQL",1032
949,1,1,0,0,"Mathematics, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL",1033
950,3,0,0,0,"C Programming, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-PowerPoint, MS-Word, Mathematics, Python, SQL, Algorithms, Bootstrap, CSS, Computer Networking, Computer Networks, Data Structures, HTML, Java, MS-Excel, Subject Matter Expert (SME), JavaScript",1034
951,2,2,2,1,"Machine Learning, Natural Language Processing (NLP), Python, Amazon Web Server (AWS), Deep Learning, Flask, Power BI",1035
952,2,2,0,2,"Data Science, Deep Learning, Flask, MS-Excel, Machine Learning, MySQL, Plc Programming, Power BI, Python, Research and Analytics, Statistics, Tableau, Data Analytics, Django",1036
953,2,0,0,0,"Data Analytics, English Proficiency (Written), MS-Excel, Mathematics, Python",1037
954,3,3,3,2,"Angular 7.0, Artificial intelligence, C++ Programming, Computer Vision, Creative Writing, Data Structures, English Proficiency (Written), JavaScript, MS SQL Server, MS-Word, Machine Learning, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, TypeScript, Bootstrap, C Programming, CSS, Data Analytics, Data Science, Deep Learning, Embedded Systems, English Proficiency (Spoken), Express.js, GitHub, HTML, Hadoop, MS-PowerPoint, MongoDB, NoSQL, OpenCV, PostgreSQL, Robotics, jQuery, Java",1038
955,2,2,0,0,"Bootstrap, CSS, Data Science, Data Structures, HTML, Hibernate (Java), JSP, Java, Machine Learning, Python, SQL, Servlets, Spring MVC",1039
956,3,3,2,3,"Data Analytics, Deep Learning, Image Processing, Machine Learning, Neural Networks, Python, Computer Vision, Data Science, Natural Language Processing (NLP), OpenCV, Tableau",1040
957,2,1,0,0,"Algorithms, Blogging, C Programming, C++ Programming, CSS, Content Writing, Copywriting, Creative Writing, Data Structures, Database Management System (DBMS), DevOps, Django, English Proficiency (Spoken), English Proficiency (Written), Flutter, HTML, Java, MS-Excel, MS-Office, MS-PowerPoint, Python, SQL, Swing (Java), Bootstrap, Machine Learning, MySQL",1041
958,0,0,0,0,"Express.js, Flutter, Java, JavaScript, MongoDB, Node.js, Spring MVC, ReactJS, Solidity",1042
